fID,eID,fID_x,fID_y,Trees,max_depth,fID_x,fID_y,Hidden layer neurons,Solver,Activation fn,Max_Iterations,Tolerance,fID_x,K,weights,algorithm,fID_y,Dask Used,Preprocessing Technique,Classifier,Rows,Columns,Classes,Accuracy,F1 Score_1,Precision_1,Recall_1,F1 Score,Precision,Recall,time
fbd4793d-015e-4e22-bca0-c43eeb100012,c52f6c55-939b-427c-a666-01876a386940,,,,,,,,,,,,,,,,fbd4793d-015e-4e22-bca0-c43eeb100012,False,None,ABC,14980,15,2,0.7441922559999999,0.708991495,0.7617493470000001,0.6630681820000001,0.708991495,0.7617493470000001,0.6630681820000001,0.608990334
196c13ec-9eeb-4bd0-ba2e-687e614cbb5a,c4991301-1f44-4dcb-a368-0bab655d8f8d,,,,,,,,,,,,,,,,196c13ec-9eeb-4bd0-ba2e-687e614cbb5a,False,None,ABC,6118,52,6,0.456862745,0.456862745,0.456862745,0.456862745,0.32662765,0.375525974,0.316173307,0.835822405
8a36e541-a8a0-47eb-8512-26667375b340,58042eee-d529-4176-a2bc-12271852fc2d,,,,,,,,,,,,,,,,8a36e541-a8a0-47eb-8512-26667375b340,False,None,ABC,625,5,3,0.9426751590000001,0.9426751590000001,0.9426751590000001,0.9426751590000001,0.8935146079999999,0.8680407490000001,0.941558442,0.07577490099999999
3ebc40be-3bef-486d-8381-a0196ffce596,83a533f6-8dc9-4e48-8dc3-cc58ca96e71a,,,,,,,,,,,,,,,,3ebc40be-3bef-486d-8381-a0196ffce596,False,None,ABC,748,5,2,0.79144385,0.380952381,0.8,0.25,0.380952381,0.8,0.25,0.077489973
d007ea8f-fc9b-4b3f-b60f-2a14ee82b887,7ac9eb4f-1136-41f3-96ad-8f13381dc888,,,,,,,,,,,,,,,,d007ea8f-fc9b-4b3f-b60f-2a14ee82b887,False,None,ABC,2126,36,10,0.70112782,0.70112782,0.70112782,0.70112782,0.353913043,0.336904762,0.4,0.19358873
0ed8c812-3069-4125-9e5f-752c3f090a91,313713cf-29da-4f90-98cc-068eb023ab13,,,,,,,,,,,,,,,,0ed8c812-3069-4125-9e5f-752c3f090a91,False,None,ABC,1080,857,9,0.285185185,0.285185185,0.285185185,0.285185185,0.212663935,0.217549377,0.291446208,0.293341709
27390640-2eb9-47c6-9e58-19ffed66e59f,67ed6e59-9c14-413c-aa4a-bfb987bd9508,,,,,,,,,,,,,,,,27390640-2eb9-47c6-9e58-19ffed66e59f,False,None,ABC,1372,5,2,0.997084548,0.99669967,1.0,0.9934210529999999,0.99669967,1.0,0.9934210529999999,0.10060062300000001
7e537840-b575-47f6-898d-2e0599f6f657,b8096502-d211-45bb-b417-1b7c3906e3be,,,,,,,,,,,,,,,,7e537840-b575-47f6-898d-2e0599f6f657,False,None,ABC,20000,17,26,0.3154,0.3154,0.3154,0.3154,0.28448586600000003,0.313109485,0.31902840600000004,1.16924213
aeb55cd6-4670-44e9-8a57-30080c6fb59c,d3cb6849-32aa-4caa-b014-fdd5a098cc5e,,,,,,,,,,,,,,,,aeb55cd6-4670-44e9-8a57-30080c6fb59c,False,None,ABC,540,21,2,0.8888888890000001,0.940239044,0.9291338579999999,0.951612903,0.940239044,0.9291338579999999,0.951612903,0.109314428
6f560487-944c-4495-93ec-7285f2a0cd09,ff5e9ab0-ddf9-47c1-a2d5-51c630322902,,,,,,,,,,,,,,,,6f560487-944c-4495-93ec-7285f2a0cd09,False,None,ABC,2000,77,10,0.37799999999999995,0.37799999999999995,0.37799999999999995,0.37799999999999995,0.298931918,0.371990927,0.375730967,0.783649934
a0a99e63-609a-4bc1-bd4f-6785a2446e46,25b26544-9017-45d3-9fb2-43d8323709f4,,,,,,,,,,,,,,,,a0a99e63-609a-4bc1-bd4f-6785a2446e46,False,None,ABC,2000,65,10,0.42200000000000004,0.42200000000000004,0.42200000000000004,0.42200000000000004,0.343077526,0.331819954,0.416402615,0.6806950829999999
014136a6-c335-46d8-897e-45b633f413f5,4be36f8a-a71e-4623-992c-64fadbcd8987,,,,,,,,,,,,,,,,014136a6-c335-46d8-897e-45b633f413f5,False,None,ABC,2000,7,10,0.294,0.294,0.294,0.294,0.178383622,0.218103118,0.300740477,0.13729698699999998
690312cf-ea5d-4f2f-9ab5-451ae51ecce1,69dc4c1f-6db1-4fad-93d2-22e1f0b8048f,,,,,,,,,,,,,,,,690312cf-ea5d-4f2f-9ab5-451ae51ecce1,False,None,ABC,2000,48,10,0.498,0.498,0.498,0.498,0.458940251,0.504822927,0.486680574,0.524437379
a0431e7e-1d50-49a2-8404-8783538f21e1,58fa61f3-3677-428c-90ff-f0fbcbb1c37e,,,,,,,,,,,,,,,,a0431e7e-1d50-49a2-8404-8783538f21e1,False,None,ABC,5620,65,10,0.66975089,0.66975089,0.66975089,0.66975089,0.659004867,0.666816526,0.66741364,0.45927566299999995
63ea4b62-7676-4f07-9f56-423d20f9a5b1,7899ffc0-049a-44dc-b289-807154871974,,,,,,,,,,,,,,,,63ea4b62-7676-4f07-9f56-423d20f9a5b1,False,None,ABC,10992,17,10,0.284570597,0.284570597,0.284570597,0.284570597,0.16775409300000002,0.236836823,0.28057084600000004,0.548188016
0018ded6-3d48-4024-9a50-4e4c56db0fac,1829034c-4591-4743-8022-dd9d374fe5c3,,,,,,,,,,,,,,,,0018ded6-3d48-4024-9a50-4e4c56db0fac,False,None,ABC,2310,20,7,0.5173010379999999,0.5173010379999999,0.5173010379999999,0.5173010379999999,0.475053061,0.45651879,0.567785204,0.21787434
d54ecaea-fa1f-45a3-9e3c-75271a3042c0,3bf80d7a-2d0d-4ca2-9e40-8b788f6f25c1,,,,,,,,,,,,,,,,d54ecaea-fa1f-45a3-9e3c-75271a3042c0,False,None,ABC,2000,217,10,0.5,0.5,0.5,0.5,0.452674289,0.519463928,0.496647558,0.99416787
048f6035-dbb1-4a1f-be00-bb8810fdd13e,98620cda-5f23-4141-9100-931bbaab2444,,,,,,,,,,,,,,,,048f6035-dbb1-4a1f-be00-bb8810fdd13e,False,None,ABC,768,9,2,0.723958333,0.618705036,0.614285714,0.623188406,0.618705036,0.614285714,0.623188406,0.08743319
29a92420-e4f2-4c78-8ce4-37d416ff8ed5,1d36d8dd-176c-4039-bc18-4dd8071eb76e,,,,,,,,,,,,,,,,29a92420-e4f2-4c78-8ce4-37d416ff8ed5,False,None,ABC,4601,58,2,0.93483927,0.919614148,0.936681223,0.903157895,0.919614148,0.936681223,0.903157895,0.326567922
3c38dd43-36cc-4300-893f-d890d0500de6,24f370d2-291a-46aa-a440-3cb2e4ee4a43,,,,,,,,,,,,,,,,3c38dd43-36cc-4300-893f-d890d0500de6,False,None,ABC,846,19,4,0.580188679,0.580188679,0.580188679,0.580188679,0.584905684,0.633567941,0.566903032,0.103798051
c9a0d453-3ae6-4cca-bbd8-c09baf601946,ca2d7956-7e86-46fa-94dc-d6600c26c75e,,,,,,,,,,,,,,,,c9a0d453-3ae6-4cca-bbd8-c09baf601946,False,None,ABC,5000,41,3,0.8448,0.8448,0.8448,0.8448,0.8449159959999999,0.8451958909999999,0.845246734,0.649293579
76610bfb-7f98-4497-a064-d4159bfdb7fe,dd9153d7-676b-4cff-90cb-29c6139c64cd,,,,,,,,,,,,,,,,76610bfb-7f98-4497-a064-d4159bfdb7fe,False,None,ABC,6430,37,6,0.342661692,0.342661692,0.342661692,0.342661692,0.301323123,0.361441186,0.322977858,0.486834585
ce6b0b92-05a3-4763-8877-544d53c87b14,b834855c-bc47-46da-8261-1fd82dcf4eaf,,,,,,,,,,,,,,,,ce6b0b92-05a3-4763-8877-544d53c87b14,True,None,ABC,7797,618,26,0.13885350300000002,0.13885350300000002,0.13885350300000002,0.13885350300000002,0.069633319,0.061340137999999995,0.13689564099999998,25.9959677
6c724e17-6d86-4e9f-b304-2941edc5b33d,d3e09e91-172e-47dc-a6d5-9e96702a68a5,,,,,,,,,,,,,,,,6c724e17-6d86-4e9f-b304-2941edc5b33d,False,None,ABC,9961,15,9,0.46808510600000003,0.46808510600000003,0.46808510600000003,0.46808510600000003,0.432031936,0.47267794,0.456211745,0.8618875420000001
3d9fc9a3-3742-4ae5-b8d8-34398ef1f8be,3860787a-af95-4362-8793-07ea0daebbd9,,,,,,,,,,,,,,,,3d9fc9a3-3742-4ae5-b8d8-34398ef1f8be,False,None,ABC,841,71,4,0.9004739340000001,0.9004739340000001,0.9004739340000001,0.9004739340000001,0.9009565890000001,0.917498705,0.893125,0.152473382
0ce1d9c3-465a-4d86-bdbc-6bbf32e0e9fb,c4b1696a-eafd-4a6c-93c8-d0027b70ff95,,,,,,,,,,,,,,,,0ce1d9c3-465a-4d86-bdbc-6bbf32e0e9fb,False,None,ABC,1212,101,2,0.547854785,0.49816849799999996,0.607142857,0.422360248,0.49816849799999996,0.607142857,0.422360248,0.5422890779999999
8ab372a9-6fc4-44c2-9d59-7ba88d5f11df,51153a44-2404-43aa-a413-3f47e2187714,,,,,,,,,,,,,,,,8ab372a9-6fc4-44c2-9d59-7ba88d5f11df,False,None,ABC,5404,6,2,0.81569208,0.669322709,0.694214876,0.646153846,0.669322709,0.694214876,0.646153846,0.225414647
6e94a052-3571-45ca-b087-35968ee9d3f5,260304f7-97d4-4af0-9ede-cb5eddf872ca,,,,,,,,,,,,,,,,6e94a052-3571-45ca-b087-35968ee9d3f5,True,None,ABC,70000,785,10,0.7237237240000001,0.7237237240000001,0.7237237240000001,0.7237237240000001,0.717893937,0.722603826,0.718566955,59.13967906
5d26c47e-4481-4a5c-b708-e498944125c1,9006b071-2ff1-401b-acf0-3a408479593c,,,,,,,,,,,,,,,,5d26c47e-4481-4a5c-b708-e498944125c1,False,None,ABC,2534,73,2,0.940063091,0.424242424,0.538461538,0.35,0.424242424,0.538461538,0.35,0.46346128700000006
f84330c1-c779-4edf-ba0e-cd1aec7fe66a,29789ae1-74c5-4b0e-9983-03ede8b5e46d,,,,,,,,,,,,,,,,f84330c1-c779-4edf-ba0e-cd1aec7fe66a,False,None,ABC,1600,65,100,0.0075,0.0075,0.0075,0.0075,0.008266667,0.005869565,0.02,0.42104629600000004
55d8c4a8-595b-474e-9fbf-f363915435c0,549414e8-61a1-4517-b66f-450ad1101001,,,,,,,,,,,,,,,,55d8c4a8-595b-474e-9fbf-f363915435c0,False,None,ABC,2600,501,2,0.6030769229999999,0.593059937,0.622516556,0.56626506,0.593059937,0.622516556,0.56626506,2.475396102
67183ed1-83d6-4dd1-8694-c83a930908c9,0bf79883-5209-4af9-a833-66a1fd0537e7,,,,,,,,,,,,,,,,67183ed1-83d6-4dd1-8694-c83a930908c9,False,None,ABC,13910,129,6,0.6877515809999999,0.6877515809999999,0.6877515809999999,0.6877515809999999,0.675186077,0.705764987,0.686574997,8.872569125
bdcd7bd6-277d-4d28-bdd0-c1f1636a690b,f2179c5c-5e34-4970-b3f9-36278013cc4f,,,,,,,,,,,,,,,,bdcd7bd6-277d-4d28-bdd0-c1f1636a690b,True,None,ABC,10299,562,6,0.538534729,0.538534729,0.538534729,0.538534729,0.370897706,0.314876108,0.5,32.99055425
72a448d8-3968-4103-8b22-e1bc627f2b84,319896bf-fa06-4d1f-88ec-18aa69d6e37f,,,,,,,,,,,,,,,,72a448d8-3968-4103-8b22-e1bc627f2b84,False,None,ABC,1941,34,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.217872161
2748129e-4105-41c3-8d60-ded839fbedb8,2bae5259-24fa-4044-844c-e87e89343327,,,,,,,,,,,,,,,,2748129e-4105-41c3-8d60-ded839fbedb8,False,None,ABC,1599,65,100,0.035,0.035,0.035,0.035,0.019921997,0.019240019,0.027946127999999997,0.471701724
0a23396c-56fa-4e53-b50c-7ab54a492a01,df9f33a0-d467-443a-bf6f-4ea1fd0f0acc,,,,,,,,,,,,,,,,0a23396c-56fa-4e53-b50c-7ab54a492a01,False,None,ABC,1593,257,10,0.338345865,0.338345865,0.338345865,0.338345865,0.267970675,0.395885428,0.35680717799999995,0.275570671
b4dee532-f81c-4a16-92ef-09f7b6844a33,602e727a-c7b3-4f5a-96b2-9b7b09816612,,,,,,,,,,,,,,,,b4dee532-f81c-4a16-92ef-09f7b6844a33,False,None,ABC,1055,42,2,0.833333333,0.760869565,0.721649485,0.8045977009999999,0.760869565,0.721649485,0.8045977009999999,0.140602785
fa6f0598-3cc8-4d52-b75f-3638b540d9e6,f120a726-0ebd-4bf1-bf7b-f655bc355d29,,,,,,,,,,,,,,,,fa6f0598-3cc8-4d52-b75f-3638b540d9e6,False,None,ABC,569,31,2,0.951048951,0.9380530970000001,0.898305085,0.981481481,0.9380530970000001,0.898305085,0.981481481,0.13273148099999998
af35218b-826c-4c4b-aecd-77a0a77c4ce3,2a958715-2118-485f-a152-40af1a13c6f0,,,,,,,,,,,,,,,,af35218b-826c-4c4b-aecd-77a0a77c4ce3,False,None,ABC,5456,25,4,0.7917888559999999,0.7917888559999999,0.7917888559999999,0.7917888559999999,0.44732565,0.41332735200000004,0.496059545,0.5166929579999999
9fd2ad08-ac37-420e-88c3-7cf476f30751,7afae8e8-bbb8-4a3e-99bd-5359ee3f92c0,,,,,,,,,,,,,,,,9fd2ad08-ac37-420e-88c3-7cf476f30751,False,None,ABC,1600,65,100,0.0175,0.0175,0.0175,0.0175,0.017175325,0.016039683,0.024,0.958460764
ebe607b6-341d-464f-a0b6-0ddb7d0cf587,d741ccf7-74ac-4cac-91ad-e435de10cd9e,,,,,,,,,,,,,,,,ebe607b6-341d-464f-a0b6-0ddb7d0cf587,False,None,ABC,5500,41,11,0.262545455,0.262545455,0.262545455,0.262545455,0.170047539,0.17657424,0.267776688,0.8302752170000001
a8cfe9e4-de08-4d8e-957f-03bd2f4ba731,55c16c22-c0ca-401f-ad09-847f5c6bae26,,,,,,,,,,,,,,,,a8cfe9e4-de08-4d8e-957f-03bd2f4ba731,False,None,ABC,500,8,10,0.72,0.72,0.72,0.72,0.7169712009999999,0.722897103,0.7313128459999999,0.07930880900000001
d632c012-a672-4138-9a7f-ae8de8c64007,32e2edaf-6d34-463f-901d-2e0d322a55d0,,,,,,,,,,,,,,,,d632c012-a672-4138-9a7f-ae8de8c64007,False,None,ABC,9873,33,5,0.495342244,0.495342244,0.495342244,0.495342244,0.423531783,0.439121484,0.426638224,1.593529983
,c23320a5-328d-40b1-bbd8-5e5cbca8bb30,51d170bf-4964-4990-b3b1-6cb4310b1e4a,,,,,,,,,,,,,,,51d170bf-4964-4990-b3b1-6cb4310b1e4a,False,None,GNB,1000,21,2,0.732,0.7963525840000001,0.8675496690000001,0.7359550559999999,0.7963525840000001,0.8675496690000001,0.7359550559999999,0.0036071809999999997
,88d415ea-45dd-408c-a447-aea086f28549,9621f2ff-fbbb-4d3f-9007-4d7693d998ea,,,,,,,,,,,,,,,9621f2ff-fbbb-4d3f-9007-4d7693d998ea,False,None,GNB,3468,971,2,0.785467128,0.782201405,0.797136038,0.767816092,0.782201405,0.797136038,0.767816092,0.065595381
,bc7041bc-8bdd-451d-93e9-c9d0b0589a05,622f51f0-b52e-433c-a51c-de7463629a14,,,,,,,,,,,,,,,622f51f0-b52e-433c-a51c-de7463629a14,False,None,GNB,1109,22,2,0.870503597,0.28,0.269230769,0.291666667,0.28,0.269230769,0.291666667,0.00286026
,a1b4503a-f20b-466f-b96f-b5ed97989901,592d3861-42e9-4735-b81a-d01ae6b70dd1,,,,,,,,,,,,,,,592d3861-42e9-4735-b81a-d01ae6b70dd1,False,None,GNB,2109,22,2,0.8087121209999999,0.35668789799999995,0.39436619700000003,0.325581395,0.35668789799999995,0.39436619700000003,0.325581395,0.003210007
,5462bd5d-c8d8-47ef-a6f4-9ff45c704bd7,bd2f8a11-0ad8-4944-b259-f031bb8fcd4d,,,,,,,,,,,,,,,bd2f8a11-0ad8-4944-b259-f031bb8fcd4d,False,None,GNB,15545,6,2,0.67249807,0.70263957,0.9159561509999999,0.569912846,0.70263957,0.9159561509999999,0.569912846,0.006334935999999999
,21ae503e-64d5-4883-8c2b-9ba55dd367ec,04bd2751-cd1d-4b93-8c39-38dac2829f62,,,,,,,,,,,,,,,04bd2751-cd1d-4b93-8c39-38dac2829f62,False,None,GNB,1563,38,2,0.48337595899999997,0.240601504,0.14035087699999999,0.842105263,0.240601504,0.14035087699999999,0.842105263,0.0034762770000000003
,aeb31a60-110b-4c76-a1a5-8a63a3e45fca,41512d79-272e-479e-9d04-f2763dd95914,,,,,,,,,,,,,,,41512d79-272e-479e-9d04-f2763dd95914,False,None,GNB,10218,8,10,0.28219178100000003,0.28219178100000003,0.28219178100000003,0.28219178100000003,0.263883561,0.365174472,0.300242678,0.006923041
,bbbee50e-438f-44a0-b726-229816b3cde5,47184717-32ec-4c50-af43-85af303ff777,,,,,,,,,,,,,,,47184717-32ec-4c50-af43-85af303ff777,False,None,GNB,19020,12,2,0.8961093590000001,0.832542373,0.9541569540000001,0.7384245340000001,0.832542373,0.9541569540000001,0.7384245340000001,0.007982378
,c3736447-dbe4-43a2-a3fb-70f48d437909,40aef813-403b-4b02-8a14-68ea1b36f2d5,,,,,,,,,,,,,,,40aef813-403b-4b02-8a14-68ea1b36f2d5,False,None,GNB,1458,38,2,0.857534247,0.434782609,0.512820513,0.377358491,0.434782609,0.512820513,0.377358491,0.003500915
,dc68e3b5-2e3b-457b-8192-a86193506deb,c0ef222f-e486-4261-b928-d0defa3d27a3,,,,,,,,,,,,,,,c0ef222f-e486-4261-b928-d0defa3d27a3,False,None,GNB,522,22,2,0.8473282440000001,0.545454545,0.75,0.428571429,0.545454545,0.75,0.428571429,0.0026427940000000004
,9a9c4692-2e82-468d-9189-18d342e986db,fbd4793d-015e-4e22-bca0-c43eeb100012,,,,,,,,,,,,,,,fbd4793d-015e-4e22-bca0-c43eeb100012,False,None,GNB,14980,15,2,0.46942590100000003,0.627274433,0.46821618600000003,0.95,0.627274433,0.46821618600000003,0.95,0.006609975
,660e5ed0-0ea7-4f15-a77b-b3c757c5ca63,196c13ec-9eeb-4bd0-ba2e-687e614cbb5a,,,,,,,,,,,,,,,196c13ec-9eeb-4bd0-ba2e-687e614cbb5a,False,None,GNB,6118,52,6,0.171895425,0.171895425,0.171895425,0.171895425,0.153775534,0.231902233,0.22218744,0.007736254000000001
,b5da0ede-d681-4384-94a0-db24d7a81723,8a36e541-a8a0-47eb-8512-26667375b340,,,,,,,,,,,,,,,8a36e541-a8a0-47eb-8512-26667375b340,False,None,GNB,625,5,3,0.885350318,0.885350318,0.885350318,0.885350318,0.617402517,0.5917803770000001,0.649350649,0.002344709
,c95cb02d-2632-4ddd-b7a7-93d33b5c2159,3ebc40be-3bef-486d-8381-a0196ffce596,,,,,,,,,,,,,,,3ebc40be-3bef-486d-8381-a0196ffce596,False,None,GNB,748,5,2,0.754010695,0.233333333,0.583333333,0.145833333,0.233333333,0.583333333,0.145833333,0.00225261
,1186b97f-fe11-4e14-aae8-7964598b513d,d007ea8f-fc9b-4b3f-b60f-2a14ee82b887,,,,,,,,,,,,,,,d007ea8f-fc9b-4b3f-b60f-2a14ee82b887,False,None,GNB,2126,36,10,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.005034751
,20599eba-69a1-46d6-a6d5-071472083709,0ed8c812-3069-4125-9e5f-752c3f090a91,,,,,,,,,,,,,,,0ed8c812-3069-4125-9e5f-752c3f090a91,False,None,GNB,1080,857,9,0.874074074,0.874074074,0.874074074,0.874074074,0.878533041,0.8883533459999999,0.8792047759999999,0.020328533
,105e47ed-ee33-4c00-9663-c9a88602a4d7,27390640-2eb9-47c6-9e58-19ffed66e59f,,,,,,,,,,,,,,,27390640-2eb9-47c6-9e58-19ffed66e59f,False,None,GNB,1372,5,2,0.8279883379999999,0.790035587,0.860465116,0.730263158,0.790035587,0.860465116,0.730263158,0.00233006
,a9b0ae85-49b4-42e8-af6f-77db19e2a19e,7e537840-b575-47f6-898d-2e0599f6f657,,,,,,,,,,,,,,,7e537840-b575-47f6-898d-2e0599f6f657,False,None,GNB,20000,17,26,0.6414,0.6414,0.6414,0.6414,0.6364190789999999,0.655472116,0.64027083,0.017680798
,05ad091f-325a-4f74-91e9-3e3d4f83eb17,aeb55cd6-4670-44e9-8a57-30080c6fb59c,,,,,,,,,,,,,,,aeb55cd6-4670-44e9-8a57-30080c6fb59c,False,None,GNB,540,21,2,0.874074074,0.928870293,0.9652173909999999,0.89516129,0.928870293,0.9652173909999999,0.89516129,0.002514484
,1b6f68f1-280f-4e7d-a52a-a220515de48b,6f560487-944c-4495-93ec-7285f2a0cd09,,,,,,,,,,,,,,,6f560487-944c-4495-93ec-7285f2a0cd09,False,None,GNB,2000,77,10,0.778,0.778,0.778,0.778,0.777195234,0.7881469459999999,0.772746203,0.005604434
,0e8b430e-5e2a-41bc-afdb-932fddcc8fd2,a0a99e63-609a-4bc1-bd4f-6785a2446e46,,,,,,,,,,,,,,,a0a99e63-609a-4bc1-bd4f-6785a2446e46,False,None,GNB,2000,65,10,0.95,0.95,0.95,0.95,0.95011396,0.9537467009999999,0.947768431,0.005511628
,69a77db3-2707-44f8-a8fe-cbb50358a81a,014136a6-c335-46d8-897e-45b633f413f5,,,,,,,,,,,,,,,014136a6-c335-46d8-897e-45b633f413f5,False,None,GNB,2000,7,10,0.708,0.708,0.708,0.708,0.6791546159999999,0.690253098,0.698556278,0.003763088
,f652b152-0ae4-4f44-829a-90ba1c0a2eee,690312cf-ea5d-4f2f-9ab5-451ae51ecce1,,,,,,,,,,,,,,,690312cf-ea5d-4f2f-9ab5-451ae51ecce1,False,None,GNB,2000,48,10,0.7559999999999999,0.7559999999999999,0.7559999999999999,0.7559999999999999,0.737242953,0.7383673340000001,0.739638531,0.005110781
,0571b26b-d631-497f-ad3f-9e1cce93deac,a0431e7e-1d50-49a2-8404-8783538f21e1,,,,,,,,,,,,,,,a0431e7e-1d50-49a2-8404-8783538f21e1,False,None,GNB,5620,65,10,0.802135231,0.802135231,0.802135231,0.802135231,0.8061400059999999,0.8602459159999999,0.800907422,0.010606576999999999
,07aa6593-1456-414b-a8ae-574539fa8369,63ea4b62-7676-4f07-9f56-423d20f9a5b1,,,,,,,,,,,,,,,63ea4b62-7676-4f07-9f56-423d20f9a5b1,False,None,GNB,10992,17,10,0.8569869000000001,0.8569869000000001,0.8569869000000001,0.8569869000000001,0.85470286,0.863468798,0.856665514,0.008821174000000001
,1e728371-9646-4f5e-b033-30d23df3133b,0018ded6-3d48-4024-9a50-4e4c56db0fac,,,,,,,,,,,,,,,0018ded6-3d48-4024-9a50-4e4c56db0fac,False,None,GNB,2310,20,7,0.757785467,0.757785467,0.757785467,0.757785467,0.7659937590000001,0.793597656,0.786037333,0.004037909
,44c9697e-dfe9-46b6-aa5c-3d1a96f8255d,d54ecaea-fa1f-45a3-9e3c-75271a3042c0,,,,,,,,,,,,,,,d54ecaea-fa1f-45a3-9e3c-75271a3042c0,False,None,GNB,2000,217,10,0.93,0.93,0.93,0.93,0.928613083,0.93215881,0.926625688,0.01132848
,038ff2c6-462c-4026-aaee-934390e3ef43,048f6035-dbb1-4a1f-be00-bb8810fdd13e,,,,,,,,,,,,,,,048f6035-dbb1-4a1f-be00-bb8810fdd13e,False,None,GNB,768,9,2,0.734375,0.648275862,0.6184210529999999,0.68115942,0.648275862,0.6184210529999999,0.68115942,0.002424523
,8dbcf0bd-860d-4ee5-97fe-24fe1d57b0d4,29a92420-e4f2-4c78-8ce4-37d416ff8ed5,,,,,,,,,,,,,,,29a92420-e4f2-4c78-8ce4-37d416ff8ed5,False,None,GNB,4601,58,2,0.8271068640000001,0.8189262970000001,0.721153846,0.947368421,0.8189262970000001,0.721153846,0.947368421,0.006490163
,0e45d498-f346-488c-bb77-c0327ccbb3f0,3c38dd43-36cc-4300-893f-d890d0500de6,,,,,,,,,,,,,,,3c38dd43-36cc-4300-893f-d890d0500de6,False,None,GNB,846,19,4,0.48584905700000003,0.48584905700000003,0.48584905700000003,0.48584905700000003,0.44674178299999995,0.563757253,0.507023122,0.00294219
